Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Bankruptcy,2508,"123 Example St, City, State 2508",2017-09-24,4,12.57,0.0,62.5,2012,6115,0.0,0.0,8,True,True,1
Probate,2509,"123 Example St, City, State 2509",2029-05-20,3,20.83,0.0,54.78,2014,3173,0.0,0.0,-4,False,True,1
Lien,2510,"123 Example St, City, State 2510",2016-04-25,1,38.67,0.0,75.45,2030,9982,0.0,0.0,9,True,True,1
Probate,2511,"123 Example St, City, State 2511",2030-01-22,4,62.8,0.0,79.58,2019,1920,0.0,0.0,-5,False,True,1
Lien,2512,"123 Example St, City, State 2512",2023-02-14,4,61.14,0.0,45.98,2010,3553,0.0,0.0,2,False,True,1
Lien,2513,"123 Example St, City, State 2513",2025-04-18,2,18.59,0.0,49.43,2023,3433,0.0,0.0,0,False,True,1
Title Issues,2514,"123 Example St, City, State 2514",2034-10-27,3,51.79,0.0,21.84,2011,4222,0.0,0.0,-9,False,True,1
Short Sale,2515,"123 Example St, City, State 2515",2023-05-13,2,15.77,0.0,64.11,2021,3108,0.0,0.0,2,False,True,1
Property Damage,2516,"123 Example St, City, State 2516",2028-11-01,5,14.36,0.0,25.58,2010,7045,0.0,0.0,-3,True,True,1
Property Damage,2517,"123 Example St, City, State 2517",2027-01-19,0,28.21,0.0,48.25,2014,9535,0.0,0.0,-2,True,True,1
Property Damage,2518,"123 Example St, City, State 2518",2034-08-31,1,64.7,0.0,63.77,2021,7002,0.0,0.0,-9,True,True,1
Foreclosure,2519,"123 Example St, City, State 2519",2032-03-01,4,25.13,0.0,54.84,2024,1004,0.0,0.0,-7,False,True,1
Loan Modification,2520,"123 Example St, City, State 2520",2031-06-11,3,48.01,0.0,52.68,2014,9842,0.0,0.0,-6,True,True,1
Lien,2521,"123 Example St, City, State 2521",2019-06-17,5,16.09,0.0,49.69,2015,7972,0.0,0.0,6,True,True,1
Short Sale,2522,"123 Example St, City, State 2522",2034-01-26,0,31.26,0.0,23.05,2012,8416,0.0,0.0,-9,True,True,1
Loan Modification,2523,"123 Example St, City, State 2523",2016-03-07,1,93.51,0.0,76.83,2017,5881,0.0,0.0,9,True,True,1
Lien,2524,"123 Example St, City, State 2524",2022-04-04,4,33.28,0.0,48.83,2016,8681,0.0,0.0,3,True,True,1
HOA Violations,2525,"123 Example St, City, State 2525",2022-03-03,4,23.72,0.0,72.58,2016,6553,0.0,0.0,3,True,True,1
Bankruptcy,2526,"123 Example St, City, State 2526",2017-02-25,2,94.71,0.0,70.0,2024,6015,0.0,0.0,8,True,True,1
HOA Violations,2527,"123 Example St, City, State 2527",2034-12-02,1,54.61,0.0,66.93,2020,2297,0.0,0.0,-9,False,True,0
Probate,2528,"123 Example St, City, State 2528",2020-06-26,5,9.18,0.0,27.83,2016,3483,0.0,0.0,5,False,True,1
Bankruptcy,2529,"123 Example St, City, State 2529",2015-02-23,0,85.2,0.0,24.22,2015,1898,0.0,0.0,10,False,True,1
Loan Modification,2530,"123 Example St, City, State 2530",2018-08-21,2,45.27,0.0,73.88,2021,2840,0.0,0.0,7,False,True,0
Loan Modification,2531,"123 Example St, City, State 2531",2018-09-12,1,46.29,0.0,42.16,2030,8124,0.0,0.0,7,True,True,1
Property Damage,2532,"123 Example St, City, State 2532",2017-02-27,0,82.4,0.0,59.73,2027,2891,0.0,0.0,8,False,True,0
Short Sale,2533,"123 Example St, City, State 2533",2029-04-15,5,70.06,0.0,41.05,2015,6861,0.0,0.0,-4,True,True,1
Short Sale,2534,"123 Example St, City, State 2534",2034-09-23,2,68.28,0.0,25.02,2010,9619,0.0,0.0,-9,True,True,1
Bankruptcy,2535,"123 Example St, City, State 2535",2031-09-30,3,43.35,0.0,71.63,2022,6019,0.0,0.0,-6,True,True,1
Bankruptcy,2536,"123 Example St, City, State 2536",2021-03-13,5,15.76,0.0,41.14,2013,5243,0.0,0.0,4,True,True,1
Bankruptcy,2537,"123 Example St, City, State 2537",2023-10-26,3,91.91,0.0,24.82,2028,3512,0.0,0.0,2,False,True,1
Title Issues,2538,"123 Example St, City, State 2538",2028-08-23,4,74.09,0.0,62.18,2024,7504,0.0,0.0,-3,True,True,1
Bankruptcy,2539,"123 Example St, City, State 2539",2027-04-14,1,42.32,0.0,31.04,2022,3580,0.0,0.0,-2,False,True,0
Loan Modification,2540,"123 Example St, City, State 2540",2018-07-01,0,89.28,0.0,57.89,2015,8062,0.0,0.0,7,True,True,1
Property Damage,2541,"123 Example St, City, State 2541",2020-11-21,5,76.31,0.0,42.07,2015,6030,0.0,0.0,5,True,True,1
Property Damage,2542,"123 Example St, City, State 2542",2028-07-26,3,16.81,0.0,41.62,2018,3956,0.0,0.0,-3,False,True,1
Lien,2543,"123 Example St, City, State 2543",2028-12-15,1,16.44,0.0,69.41,2010,7929,0.0,0.0,-3,True,True,1
Lien,2544,"123 Example St, City, State 2544",2032-09-08,4,38.52,0.0,42.72,2025,1001,0.0,0.0,-7,False,True,1
Probate,2545,"123 Example St, City, State 2545",2018-05-04,0,75.9,0.0,36.74,2021,4886,0.0,0.0,7,False,True,0
Loan Modification,2546,"123 Example St, City, State 2546",2025-08-24,2,18.28,0.0,51.74,2018,1473,0.0,0.0,0,False,True,1
Foreclosure,2547,"123 Example St, City, State 2547",2028-02-18,0,68.59,0.0,58.4,2026,5985,0.0,0.0,-3,True,True,1
Title Issues,2548,"123 Example St, City, State 2548",2032-10-12,1,37.5,0.0,73.85,2019,9652,0.0,0.0,-7,True,True,1
Short Sale,2549,"123 Example St, City, State 2549",2031-11-24,3,36.95,0.0,28.61,2012,8878,0.0,0.0,-6,True,True,1
Title Issues,2550,"123 Example St, City, State 2550",2029-11-25,5,58.86,0.0,69.02,2013,5957,0.0,0.0,-4,True,True,1
Title Issues,2551,"123 Example St, City, State 2551",2016-01-30,4,89.04,0.0,32.2,2015,2997,0.0,0.0,9,False,True,1
Property Damage,2552,"123 Example St, City, State 2552",2020-09-22,1,76.31,0.0,57.55,2015,6876,0.0,0.0,5,True,True,1
Probate,2553,"123 Example St, City, State 2553",2033-11-30,1,94.03,0.0,34.3,2020,2169,0.0,0.0,-8,False,True,0
Foreclosure,2554,"123 Example St, City, State 2554",2022-01-26,4,53.97,0.0,34.49,2027,8502,0.0,0.0,3,True,True,1
Property Damage,2555,"123 Example St, City, State 2555",2018-12-03,5,27.49,0.0,24.09,2012,2169,0.0,0.0,7,False,True,1
Title Issues,2556,"123 Example St, City, State 2556",2024-09-03,0,54.82,0.0,49.45,2017,9734,0.0,0.0,1,True,True,1
Loan Modification,2557,"123 Example St, City, State 2557",2024-07-01,2,58.33,0.0,48.5,2025,4205,0.0,0.0,1,False,True,0
Short Sale,2558,"123 Example St, City, State 2558",2015-03-28,3,65.46,0.0,66.46,2018,2152,0.0,0.0,10,False,True,1
Bankruptcy,2559,"123 Example St, City, State 2559",2032-01-07,1,61.11,0.0,20.03,2016,2570,0.0,0.0,-7,False,True,1
Probate,2560,"123 Example St, City, State 2560",2024-05-10,3,18.71,0.0,40.55,2011,3186,0.0,0.0,1,False,True,1
Loan Modification,2561,"123 Example St, City, State 2561",2033-03-15,0,67.01,0.0,78.35,2013,5768,0.0,0.0,-8,True,True,1
Title Issues,2562,"123 Example St, City, State 2562",2022-02-04,5,68.07,0.0,20.46,2014,6482,0.0,0.0,3,True,True,1
HOA Violations,2563,"123 Example St, City, State 2563",2033-12-14,5,32.94,0.0,68.28,2024,8350,0.0,0.0,-8,True,True,1
HOA Violations,2564,"123 Example St, City, State 2564",2029-07-05,2,90.16,0.0,33.77,2013,8090,0.0,0.0,-4,True,True,1
Short Sale,2565,"123 Example St, City, State 2565",2023-07-02,2,94.0,0.0,69.82,2015,1078,0.0,0.0,2,False,True,1
Bankruptcy,2566,"123 Example St, City, State 2566",2027-06-28,4,22.54,0.0,42.87,2018,4961,0.0,0.0,-2,False,True,1
Short Sale,2567,"123 Example St, City, State 2567",2029-01-17,5,44.64,0.0,48.03,2018,1855,0.0,0.0,-4,False,True,1
Short Sale,2568,"123 Example St, City, State 2568",2030-04-27,0,15.36,0.0,25.59,2015,3453,0.0,0.0,-5,False,True,1
Property Damage,2569,"123 Example St, City, State 2569",2030-09-02,4,68.1,0.0,51.23,2023,5644,0.0,0.0,-5,True,True,1
Bankruptcy,2570,"123 Example St, City, State 2570",2018-04-20,4,20.52,0.0,74.75,2026,6019,0.0,0.0,7,True,True,1
Property Damage,2571,"123 Example St, City, State 2571",2034-11-03,2,47.07,0.0,26.79,2017,3859,0.0,0.0,-9,False,True,1
Short Sale,2572,"123 Example St, City, State 2572",2025-08-30,3,76.11,0.0,20.12,2025,3757,0.0,0.0,0,False,True,1
Foreclosure,2573,"123 Example St, City, State 2573",2020-11-18,0,67.5,0.0,40.1,2018,8291,0.0,0.0,5,True,True,1
Bankruptcy,2574,"123 Example St, City, State 2574",2018-05-24,3,31.36,0.0,31.82,2016,4496,0.0,0.0,7,False,True,1
HOA Violations,2575,"123 Example St, City, State 2575",2030-01-07,1,15.75,0.0,23.97,2018,5259,0.0,0.0,-5,True,True,1
Title Issues,2576,"123 Example St, City, State 2576",2021-10-12,5,59.46,0.0,45.87,2019,9014,0.0,0.0,4,True,True,1
Property Damage,2577,"123 Example St, City, State 2577",2028-02-21,5,54.56,0.0,66.31,2018,6578,0.0,0.0,-3,True,True,1
Lien,2578,"123 Example St, City, State 2578",2027-01-20,1,45.06,0.0,72.75,2022,2759,0.0,0.0,-2,False,True,0
Lien,2579,"123 Example St, City, State 2579",2028-03-11,5,33.94,0.0,76.73,2023,6011,0.0,0.0,-3,True,True,1
Probate,2580,"123 Example St, City, State 2580",2017-12-15,1,8.84,0.0,33.19,2014,3576,0.0,0.0,8,False,True,1
Title Issues,2581,"123 Example St, City, State 2581",2017-08-07,2,22.28,0.0,40.79,2017,5109,0.0,0.0,8,True,True,1
Foreclosure,2582,"123 Example St, City, State 2582",2015-05-07,1,77.33,0.0,65.37,2029,6625,0.0,0.0,10,True,True,1
HOA Violations,2583,"123 Example St, City, State 2583",2021-03-08,5,79.34,0.0,60.26,2010,5459,0.0,0.0,4,True,True,1
Title Issues,2584,"123 Example St, City, State 2584",2018-07-15,2,37.12,0.0,59.53,2027,4004,0.0,0.0,7,False,True,0
Title Issues,2585,"123 Example St, City, State 2585",2020-07-06,5,57.17,0.0,23.71,2027,2648,0.0,0.0,5,False,True,1
HOA Violations,2586,"123 Example St, City, State 2586",2019-09-28,3,60.05,0.0,52.3,2011,2793,0.0,0.0,6,False,True,1
Title Issues,2587,"123 Example St, City, State 2587",2031-01-08,2,53.97,0.0,33.9,2015,4680,0.0,0.0,-6,False,True,1
Property Damage,2588,"123 Example St, City, State 2588",2016-10-06,1,13.06,0.0,65.48,2030,4964,0.0,0.0,9,False,True,1
Lien,2589,"123 Example St, City, State 2589",2032-05-11,2,92.75,0.0,76.37,2016,1166,0.0,0.0,-7,False,True,1
Foreclosure,2590,"123 Example St, City, State 2590",2022-05-07,3,88.57,0.0,41.5,2029,8495,0.0,0.0,3,True,True,1
Title Issues,2591,"123 Example St, City, State 2591",2023-07-26,0,12.49,0.0,79.98,2016,7321,0.0,0.0,2,True,True,1
Bankruptcy,2592,"123 Example St, City, State 2592",2018-11-06,2,61.1,0.0,22.75,2025,7865,0.0,0.0,7,True,True,1
Property Damage,2593,"123 Example St, City, State 2593",2023-10-05,2,27.34,0.0,54.35,2030,2272,0.0,0.0,2,False,True,0
Foreclosure,2594,"123 Example St, City, State 2594",2028-03-08,2,51.2,0.0,59.78,2024,7231,0.0,0.0,-3,True,True,1
HOA Violations,2595,"123 Example St, City, State 2595",2017-09-14,3,92.35,0.0,25.27,2029,4736,0.0,0.0,8,False,True,1
HOA Violations,2596,"123 Example St, City, State 2596",2023-04-19,1,20.97,0.0,64.52,2010,4822,0.0,0.0,2,False,True,1
Bankruptcy,2597,"123 Example St, City, State 2597",2034-06-28,1,86.08,0.0,76.61,2018,8720,0.0,0.0,-9,True,True,1
Title Issues,2598,"123 Example St, City, State 2598",2034-03-12,3,28.67,0.0,21.06,2030,8143,0.0,0.0,-9,True,True,1
Bankruptcy,2599,"123 Example St, City, State 2599",2023-06-22,5,17.78,0.0,29.76,2020,8117,0.0,0.0,2,True,True,1
Unpaid Taxes,2600,"123 Example St, City, State 2600",2032-03-15,1,5.64,0.0,37.58,2029,5846,0.0,0.0,-7,True,True,1
Title Issues,2601,"123 Example St, City, State 2601",2026-02-05,2,51.92,0.0,28.5,2019,1415,0.0,0.0,-1,False,True,1
Property Damage,2602,"123 Example St, City, State 2602",2018-05-26,5,88.86,0.0,20.87,2013,9786,0.0,0.0,7,True,True,1
Property Damage,2603,"123 Example St, City, State 2603",2025-08-02,2,59.45,0.0,30.73,2023,4179,0.0,0.0,0,False,True,0
Title Issues,2604,"123 Example St, City, State 2604",2030-07-14,2,74.83,0.0,59.44,2011,1806,0.0,0.0,-5,False,True,1
Property Damage,2605,"123 Example St, City, State 2605",2019-10-04,3,31.69,0.0,32.68,2013,4003,0.0,0.0,6,False,True,1
Lien,2606,"123 Example St, City, State 2606",2018-10-29,2,25.5,0.0,25.64,2023,3755,0.0,0.0,7,False,True,0
Property Damage,2607,"123 Example St, City, State 2607",2032-02-10,2,49.4,0.0,28.75,2021,1513,0.0,0.0,-7,False,True,0
Loan Modification,2608,"123 Example St, City, State 2608",2015-10-29,4,23.76,0.0,60.09,2020,7790,0.0,0.0,10,True,True,1
Lien,2609,"123 Example St, City, State 2609",2032-05-29,5,24.08,0.0,32.17,2024,5036,0.0,0.0,-7,True,True,1
HOA Violations,2610,"123 Example St, City, State 2610",2016-02-23,1,39.74,0.0,36.07,2019,1571,0.0,0.0,9,False,True,1
Unpaid Taxes,2611,"123 Example St, City, State 2611",2034-03-23,0,85.97,0.0,40.9,2025,7383,0.0,0.0,-9,True,True,1
Loan Modification,2612,"123 Example St, City, State 2612",2026-09-14,3,78.86,0.0,38.04,2022,1842,0.0,0.0,-1,False,True,1
Probate,2613,"123 Example St, City, State 2613",2032-10-31,4,19.06,0.0,21.83,2011,3251,0.0,0.0,-7,False,True,1
Bankruptcy,2614,"123 Example St, City, State 2614",2020-11-09,0,61.44,0.0,63.65,2019,5761,0.0,0.0,5,True,True,1
Property Damage,2615,"123 Example St, City, State 2615",2018-07-29,1,78.45,0.0,57.48,2021,6244,0.0,0.0,7,True,True,1
HOA Violations,2616,"123 Example St, City, State 2616",2019-11-21,0,90.7,0.0,72.78,2018,5170,0.0,0.0,6,True,True,1
Title Issues,2617,"123 Example St, City, State 2617",2016-08-06,0,77.18,0.0,39.24,2027,6311,0.0,0.0,9,True,True,1
Bankruptcy,2618,"123 Example St, City, State 2618",2028-01-02,3,16.87,0.0,41.95,2010,4759,0.0,0.0,-3,False,True,1
Short Sale,2619,"123 Example St, City, State 2619",2015-05-09,2,84.44,0.0,27.72,2022,2248,0.0,0.0,10,False,True,0
Foreclosure,2620,"123 Example St, City, State 2620",2032-05-20,0,62.72,0.0,26.69,2019,3677,0.0,0.0,-7,False,True,1
Loan Modification,2621,"123 Example St, City, State 2621",2029-10-18,5,8.26,0.0,65.79,2012,6079,0.0,0.0,-4,True,True,1
Loan Modification,2622,"123 Example St, City, State 2622",2022-09-28,3,41.69,0.0,40.16,2011,2588,0.0,0.0,3,False,True,1
Foreclosure,2623,"123 Example St, City, State 2623",2024-06-06,2,38.93,0.0,49.66,2010,6729,0.0,0.0,1,True,True,1
Short Sale,2624,"123 Example St, City, State 2624",2031-12-02,3,55.12,0.0,50.1,2012,5466,0.0,0.0,-6,True,True,1
HOA Violations,2625,"123 Example St, City, State 2625",2034-06-01,2,67.58,0.0,64.8,2030,2995,0.0,0.0,-9,False,True,0
Lien,2626,"123 Example St, City, State 2626",2034-12-14,2,19.44,0.0,58.33,2025,5118,0.0,0.0,-9,True,True,1
Foreclosure,2627,"123 Example St, City, State 2627",2027-10-07,2,14.57,0.0,69.87,2017,8237,0.0,0.0,-2,True,True,1
Bankruptcy,2628,"123 Example St, City, State 2628",2025-03-07,2,15.43,0.0,56.68,2020,2187,0.0,0.0,0,False,True,1
Title Issues,2629,"123 Example St, City, State 2629",2030-06-21,2,7.66,0.0,26.33,2016,3154,0.0,0.0,-5,False,True,1
Short Sale,2630,"123 Example St, City, State 2630",2017-07-09,4,41.28,0.0,51.54,2028,4098,0.0,0.0,8,False,True,1
Loan Modification,2631,"123 Example St, City, State 2631",2019-02-27,1,39.23,0.0,49.44,2019,6148,0.0,0.0,6,True,True,1
Property Damage,2632,"123 Example St, City, State 2632",2020-08-30,0,83.95,0.0,68.23,2016,5480,0.0,0.0,5,True,True,1
Loan Modification,2633,"123 Example St, City, State 2633",2017-11-02,0,36.68,0.0,54.49,2018,8871,0.0,0.0,8,True,True,1
Bankruptcy,2634,"123 Example St, City, State 2634",2025-08-13,1,7.58,0.0,67.24,2030,2535,0.0,0.0,0,False,True,1
Lien,2635,"123 Example St, City, State 2635",2026-05-14,1,67.97,0.0,37.73,2023,5632,0.0,0.0,-1,True,True,1
Short Sale,2636,"123 Example St, City, State 2636",2025-06-05,4,58.98,0.0,47.34,2016,6139,0.0,0.0,0,True,True,1
Loan Modification,2637,"123 Example St, City, State 2637",2029-05-31,1,83.71,0.0,67.54,2030,4526,0.0,0.0,-4,False,True,0
Foreclosure,2638,"123 Example St, City, State 2638",2016-08-28,1,14.97,0.0,40.54,2019,1345,0.0,0.0,9,False,True,1
Bankruptcy,2639,"123 Example St, City, State 2639",2024-01-11,0,31.7,0.0,26.63,2023,2216,0.0,0.0,1,False,True,0
Property Damage,2640,"123 Example St, City, State 2640",2016-08-26,1,6.15,0.0,27.63,2027,1376,0.0,0.0,9,False,True,1
Bankruptcy,2641,"123 Example St, City, State 2641",2024-11-11,2,89.08,0.0,28.8,2028,5122,0.0,0.0,1,True,True,1
Lien,2642,"123 Example St, City, State 2642",2029-07-16,3,67.07,0.0,54.16,2016,1372,0.0,0.0,-4,False,True,1
Lien,2643,"123 Example St, City, State 2643",2017-07-06,2,34.17,0.0,53.0,2029,2015,0.0,0.0,8,False,True,0
Title Issues,2644,"123 Example St, City, State 2644",2028-02-04,2,22.72,0.0,29.98,2024,4462,0.0,0.0,-3,False,True,0
Lien,2645,"123 Example St, City, State 2645",2031-01-15,5,76.47,0.0,25.47,2018,7567,0.0,0.0,-6,True,True,1
Property Damage,2646,"123 Example St, City, State 2646",2026-11-06,2,87.91,0.0,36.41,2029,7517,0.0,0.0,-1,True,True,1
HOA Violations,2647,"123 Example St, City, State 2647",2018-11-27,4,75.17,0.0,38.47,2014,8973,0.0,0.0,7,True,True,1
Foreclosure,2648,"123 Example St, City, State 2648",2027-06-25,0,67.99,0.0,41.98,2011,6069,0.0,0.0,-2,True,True,1
Bankruptcy,2649,"123 Example St, City, State 2649",2031-05-11,1,52.87,0.0,56.25,2029,2700,0.0,0.0,-6,False,True,0
Loan Modification,2650,"123 Example St, City, State 2650",2015-06-25,0,92.12,0.0,41.43,2023,6454,0.0,0.0,10,True,True,1
Property Damage,2651,"123 Example St, City, State 2651",2030-10-08,2,94.39,0.0,30.98,2029,7532,0.0,0.0,-5,True,True,1
Unpaid Taxes,2652,"123 Example St, City, State 2652",2022-02-17,3,26.87,0.0,69.95,2026,7874,0.0,0.0,3,True,True,1
Unpaid Taxes,2653,"123 Example St, City, State 2653",2028-06-30,3,19.59,0.0,31.84,2023,6114,0.0,0.0,-3,True,True,1
HOA Violations,2654,"123 Example St, City, State 2654",2034-06-03,4,11.39,0.0,68.37,2020,5281,0.0,0.0,-9,True,True,1
Short Sale,2655,"123 Example St, City, State 2655",2019-07-14,0,31.57,0.0,45.3,2026,8504,0.0,0.0,6,True,True,1
Property Damage,2656,"123 Example St, City, State 2656",2025-07-14,3,13.34,0.0,45.45,2010,1526,0.0,0.0,0,False,True,1
HOA Violations,2657,"123 Example St, City, State 2657",2023-12-05,4,12.68,0.0,56.34,2020,7240,0.0,0.0,2,True,True,1
Loan Modification,2658,"123 Example St, City, State 2658",2032-06-28,0,88.8,0.0,56.13,2026,2857,0.0,0.0,-7,False,True,0
Property Damage,2659,"123 Example St, City, State 2659",2033-02-05,3,44.69,0.0,69.16,2010,8537,0.0,0.0,-8,True,True,1
Loan Modification,2660,"123 Example St, City, State 2660",2021-05-11,4,17.32,0.0,54.17,2010,7002,0.0,0.0,4,True,True,1
Loan Modification,2661,"123 Example St, City, State 2661",2022-02-10,1,37.32,0.0,60.62,2027,3105,0.0,0.0,3,False,True,0
HOA Violations,2662,"123 Example St, City, State 2662",2028-07-31,1,12.27,0.0,56.15,2017,2589,0.0,0.0,-3,False,True,1
Lien,2663,"123 Example St, City, State 2663",2025-12-15,4,31.39,0.0,33.65,2020,9894,0.0,0.0,0,True,True,1
Title Issues,2664,"123 Example St, City, State 2664",2033-09-16,4,28.73,0.0,57.9,2013,4460,0.0,0.0,-8,False,True,1
Short Sale,2665,"123 Example St, City, State 2665",2019-04-27,2,16.78,0.0,70.29,2013,9188,0.0,0.0,6,True,True,1
Short Sale,2666,"123 Example St, City, State 2666",2027-02-05,4,63.7,0.0,76.39,2030,3538,0.0,0.0,-2,False,True,1
Lien,2667,"123 Example St, City, State 2667",2019-06-26,2,42.21,0.0,25.93,2019,9857,0.0,0.0,6,True,True,1
Probate,2668,"123 Example St, City, State 2668",2018-01-18,5,41.16,0.0,50.47,2025,3013,0.0,0.0,7,False,True,1
Probate,2669,"123 Example St, City, State 2669",2024-09-10,1,15.48,0.0,78.41,2030,4603,0.0,0.0,1,False,True,1
Short Sale,2670,"123 Example St, City, State 2670",2016-12-08,3,24.88,0.0,57.49,2029,9803,0.0,0.0,9,True,True,1
Bankruptcy,2671,"123 Example St, City, State 2671",2018-06-29,5,14.46,0.0,52.77,2017,9874,0.0,0.0,7,True,True,1
Probate,2672,"123 Example St, City, State 2672",2022-01-12,3,48.21,0.0,45.73,2018,3188,0.0,0.0,3,False,True,1
HOA Violations,2673,"123 Example St, City, State 2673",2016-08-31,1,52.87,0.0,47.99,2018,1484,0.0,0.0,9,False,True,1
Lien,2674,"123 Example St, City, State 2674",2020-08-07,2,6.47,0.0,53.41,2029,2129,0.0,0.0,5,False,True,1
Bankruptcy,2675,"123 Example St, City, State 2675",2025-04-29,5,9.75,0.0,25.49,2027,3299,0.0,0.0,0,False,True,1
Lien,2676,"123 Example St, City, State 2676",2028-12-06,1,36.53,0.0,28.82,2027,2588,0.0,0.0,-3,False,True,0
Short Sale,2677,"123 Example St, City, State 2677",2017-06-29,4,83.52,0.0,20.85,2018,5625,0.0,0.0,8,True,True,1
Loan Modification,2678,"123 Example St, City, State 2678",2023-01-02,2,20.47,0.0,77.01,2015,2196,0.0,0.0,2,False,True,1
HOA Violations,2679,"123 Example St, City, State 2679",2031-09-14,0,39.64,0.0,46.25,2015,3560,0.0,0.0,-6,False,True,1
Foreclosure,2680,"123 Example St, City, State 2680",2017-03-09,0,5.43,0.0,37.49,2029,2309,0.0,0.0,8,False,True,1
Foreclosure,2681,"123 Example St, City, State 2681",2026-10-20,2,64.03,0.0,30.72,2021,2525,0.0,0.0,-1,False,True,0
Lien,2682,"123 Example St, City, State 2682",2022-12-22,1,80.85,0.0,51.51,2023,8649,0.0,0.0,3,True,True,1
Lien,2683,"123 Example St, City, State 2683",2028-06-19,4,31.39,0.0,20.17,2016,3088,0.0,0.0,-3,False,True,1
Lien,2684,"123 Example St, City, State 2684",2020-10-20,5,53.63,0.0,49.54,2018,8478,0.0,0.0,5,True,True,1
Short Sale,2685,"123 Example St, City, State 2685",2025-08-05,2,51.67,0.0,78.5,2018,4626,0.0,0.0,0,False,True,1
Short Sale,2686,"123 Example St, City, State 2686",2031-06-24,0,47.15,0.0,53.16,2025,5346,0.0,0.0,-6,True,True,1
Lien,2687,"123 Example St, City, State 2687",2028-10-12,5,88.74,0.0,21.31,2022,1512,0.0,0.0,-3,False,True,1
Unpaid Taxes,2688,"123 Example St, City, State 2688",2020-07-18,3,24.67,0.0,50.12,2027,9910,0.0,0.0,5,True,True,1
Short Sale,2689,"123 Example St, City, State 2689",2026-01-21,5,44.23,0.0,27.91,2011,7085,0.0,0.0,-1,True,True,1
Foreclosure,2690,"123 Example St, City, State 2690",2027-02-03,3,31.02,0.0,27.77,2024,7632,0.0,0.0,-2,True,True,1
Foreclosure,2691,"123 Example St, City, State 2691",2022-10-30,3,87.61,0.0,38.23,2018,4055,0.0,0.0,3,False,True,1
Probate,2692,"123 Example St, City, State 2692",2031-02-23,2,29.02,0.0,20.72,2013,5257,0.0,0.0,-6,True,True,1
Short Sale,2693,"123 Example St, City, State 2693",2025-03-25,2,82.0,0.0,63.04,2030,4582,0.0,0.0,0,False,True,0
Foreclosure,2694,"123 Example St, City, State 2694",2028-05-19,0,53.26,0.0,43.61,2028,9878,0.0,0.0,-3,True,True,1
HOA Violations,2695,"123 Example St, City, State 2695",2028-02-20,0,93.98,0.0,23.14,2019,1483,0.0,0.0,-3,False,True,1
Bankruptcy,2696,"123 Example St, City, State 2696",2031-11-07,5,19.48,0.0,43.48,2015,3462,0.0,0.0,-6,False,True,1
