Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
HOA Violations,3007,"123 Example St, City, State 3007",2021-03-10,5,16.01,False,22.55,2010,2773,False,True
Bankruptcy,3008,"123 Example St, City, State 3008",2023-05-21,1,18.36,False,59.96,2021,9327,True,False
Unpaid Taxes,3009,"123 Example St, City, State 3009",2024-03-24,4,28.41,True,22.77,2018,4958,True,False
Short Sale,3010,"123 Example St, City, State 3010",2015-10-21,4,38.34,False,48.72,2024,7230,True,True
Unpaid Taxes,3011,"123 Example St, City, State 3011",2034-07-07,3,74.58,False,64.51,2011,1097,True,False
Foreclosure,3012,"123 Example St, City, State 3012",2019-08-31,0,58.87,True,50.23,2029,9907,True,False
Loan Modification,3013,"123 Example St, City, State 3013",2021-02-04,1,58.99,True,23.6,2010,6400,False,True
HOA Violations,3014,"123 Example St, City, State 3014",2024-07-08,0,7.85,False,69.07,2019,7647,False,True
Probate,3015,"123 Example St, City, State 3015",2029-09-09,3,72.3,True,21.6,2017,6726,False,True
Bankruptcy,3016,"123 Example St, City, State 3016",2028-04-05,1,38.56,False,42.94,2025,7063,True,False
Lien,3017,"123 Example St, City, State 3017",2015-07-20,3,62.27,False,43.96,2017,9490,True,False
Title Issues,3018,"123 Example St, City, State 3018",2023-06-12,3,78.68,False,61.64,2015,2359,True,True
Probate,3019,"123 Example St, City, State 3019",2029-10-25,2,9.6,True,53.77,2024,8885,True,True
Foreclosure,3020,"123 Example St, City, State 3020",2024-03-26,5,90.73,False,32.17,2016,3841,True,True
HOA Violations,3021,"123 Example St, City, State 3021",2021-01-07,0,70.75,True,40.47,2015,2016,True,False
Loan Modification,3022,"123 Example St, City, State 3022",2030-01-09,3,57.14,False,67.87,2022,5944,True,False
Bankruptcy,3023,"123 Example St, City, State 3023",2017-07-24,3,34.0,True,32.84,2020,2774,True,False
Title Issues,3024,"123 Example St, City, State 3024",2022-08-29,0,84.78,False,79.74,2021,8003,False,True
Foreclosure,3025,"123 Example St, City, State 3025",2025-06-14,5,32.09,False,50.96,2020,9849,True,True
Property Damage,3026,"123 Example St, City, State 3026",2021-02-24,2,88.76,True,47.85,2014,9231,True,True
Property Damage,3027,"123 Example St, City, State 3027",2028-03-13,4,5.22,True,36.0,2026,4487,True,True
Property Damage,3028,"123 Example St, City, State 3028",2023-11-06,4,21.61,False,72.29,2019,3933,True,True
Bankruptcy,3029,"123 Example St, City, State 3029",2019-01-03,0,18.63,True,54.77,2016,6170,True,True
Unpaid Taxes,3030,"123 Example St, City, State 3030",2030-06-23,2,53.56,False,40.67,2014,7730,True,True
HOA Violations,3031,"123 Example St, City, State 3031",2023-12-06,2,58.43,False,79.63,2014,8246,False,True
Loan Modification,3032,"123 Example St, City, State 3032",2016-12-17,0,62.55,True,78.05,2028,9666,True,False
Title Issues,3033,"123 Example St, City, State 3033",2020-01-28,2,18.93,True,40.59,2014,6905,True,False
Short Sale,3034,"123 Example St, City, State 3034",2028-12-20,5,56.82,False,26.33,2026,1839,True,True
HOA Violations,3035,"123 Example St, City, State 3035",2024-08-17,4,87.67,False,68.27,2030,8077,False,False
Lien,3036,"123 Example St, City, State 3036",2025-12-30,1,93.59,False,47.03,2025,6690,True,False
Lien,3037,"123 Example St, City, State 3037",2032-11-02,0,50.23,False,51.96,2016,6376,False,False
Loan Modification,3038,"123 Example St, City, State 3038",2034-11-04,0,78.4,True,23.31,2021,3505,False,False
Probate,3039,"123 Example St, City, State 3039",2021-10-16,2,41.72,False,46.17,2013,1467,False,True
Title Issues,3040,"123 Example St, City, State 3040",2029-03-22,1,79.94,False,76.79,2016,4461,True,True
Bankruptcy,3041,"123 Example St, City, State 3041",2026-11-06,1,82.98,True,61.05,2019,1371,False,True
Short Sale,3042,"123 Example St, City, State 3042",2020-06-16,2,26.58,False,68.36,2026,9248,False,True
Probate,3043,"123 Example St, City, State 3043",2023-07-13,5,93.04,True,72.64,2024,1875,True,False
Foreclosure,3044,"123 Example St, City, State 3044",2023-05-24,5,50.54,True,38.3,2023,7371,False,True
Short Sale,3045,"123 Example St, City, State 3045",2021-12-01,0,44.31,False,57.97,2017,6127,True,False
Short Sale,3046,"123 Example St, City, State 3046",2016-02-08,1,30.76,True,23.58,2026,6012,False,True
Loan Modification,3047,"123 Example St, City, State 3047",2023-10-20,4,22.38,True,58.84,2024,4167,True,False
HOA Violations,3048,"123 Example St, City, State 3048",2031-11-13,4,81.93,False,49.2,2023,1827,False,False
Bankruptcy,3049,"123 Example St, City, State 3049",2029-12-22,1,33.22,True,63.04,2026,3555,False,True
Bankruptcy,3050,"123 Example St, City, State 3050",2024-12-18,0,13.8,False,59.92,2027,5851,False,True
Lien,3051,"123 Example St, City, State 3051",2021-10-06,4,80.47,False,45.19,2027,2166,False,False
Bankruptcy,3052,"123 Example St, City, State 3052",2034-06-15,5,75.4,True,53.62,2014,3171,False,True
Bankruptcy,3053,"123 Example St, City, State 3053",2024-07-18,4,62.24,False,54.74,2014,2180,True,True
Lien,3054,"123 Example St, City, State 3054",2016-12-29,4,38.9,False,57.31,2027,8919,False,True
Bankruptcy,3055,"123 Example St, City, State 3055",2033-12-01,2,7.7,True,45.11,2012,1695,False,True
HOA Violations,3056,"123 Example St, City, State 3056",2028-12-11,0,33.6,False,34.25,2012,1074,False,False
Short Sale,3057,"123 Example St, City, State 3057",2022-11-03,4,61.85,False,73.85,2022,1284,False,False
HOA Violations,3058,"123 Example St, City, State 3058",2021-08-20,3,5.01,True,75.02,2020,5395,True,False
Lien,3059,"123 Example St, City, State 3059",2030-10-14,1,45.73,False,77.79,2012,6743,False,True
Probate,3060,"123 Example St, City, State 3060",2026-07-31,3,58.63,False,42.06,2029,9226,True,False
Title Issues,3061,"123 Example St, City, State 3061",2023-07-31,2,45.73,True,36.53,2011,4052,True,True
Short Sale,3062,"123 Example St, City, State 3062",2026-07-04,0,70.31,True,55.62,2027,1986,False,False
Bankruptcy,3063,"123 Example St, City, State 3063",2023-06-29,4,17.1,True,42.33,2020,9472,True,True
Probate,3064,"123 Example St, City, State 3064",2020-06-30,5,50.69,False,51.75,2018,7295,True,True
Lien,3065,"123 Example St, City, State 3065",2020-09-01,3,29.48,False,23.86,2028,4173,False,True
Unpaid Taxes,3066,"123 Example St, City, State 3066",2021-03-19,4,66.97,True,54.81,2025,6559,True,False
Loan Modification,3067,"123 Example St, City, State 3067",2030-05-06,3,62.72,False,60.87,2010,3406,False,True
Property Damage,3068,"123 Example St, City, State 3068",2031-06-18,4,40.4,True,32.19,2013,5185,False,True
Property Damage,3069,"123 Example St, City, State 3069",2017-01-16,5,52.04,False,52.54,2016,2177,True,True
Short Sale,3070,"123 Example St, City, State 3070",2025-09-22,5,57.44,True,63.41,2030,3902,True,False
Lien,3071,"123 Example St, City, State 3071",2028-11-23,4,49.23,True,26.84,2020,5003,True,True
Bankruptcy,3072,"123 Example St, City, State 3072",2022-02-12,5,27.13,False,30.6,2029,6472,True,False
Loan Modification,3073,"123 Example St, City, State 3073",2032-09-13,3,81.67,False,70.29,2014,1203,False,True
Bankruptcy,3074,"123 Example St, City, State 3074",2024-05-10,2,72.4,False,79.34,2020,5617,False,True
Property Damage,3075,"123 Example St, City, State 3075",2018-11-28,1,63.17,False,62.39,2023,1772,False,True
Title Issues,3076,"123 Example St, City, State 3076",2024-03-23,4,19.1,True,37.6,2019,9176,False,True
Property Damage,3077,"123 Example St, City, State 3077",2026-01-12,0,52.21,False,77.21,2010,4775,False,False
Unpaid Taxes,3078,"123 Example St, City, State 3078",2017-09-02,2,52.08,False,37.94,2023,7556,True,False
Probate,3079,"123 Example St, City, State 3079",2023-09-02,5,39.9,True,29.51,2015,9158,True,False
Probate,3080,"123 Example St, City, State 3080",2025-06-12,1,45.91,False,34.9,2026,1116,True,False
Loan Modification,3081,"123 Example St, City, State 3081",2016-07-09,4,88.31,False,31.63,2015,1269,False,False
Unpaid Taxes,3082,"123 Example St, City, State 3082",2026-06-23,1,5.67,False,59.1,2017,6932,False,False
Title Issues,3083,"123 Example St, City, State 3083",2028-09-22,3,15.18,False,43.06,2019,8718,True,False
Unpaid Taxes,3084,"123 Example St, City, State 3084",2020-01-13,2,42.98,False,37.05,2020,3440,False,True
Probate,3085,"123 Example St, City, State 3085",2028-10-19,1,82.59,False,54.22,2019,7255,True,False
Foreclosure,3086,"123 Example St, City, State 3086",2025-06-09,1,81.11,True,34.82,2030,1519,False,False
HOA Violations,3087,"123 Example St, City, State 3087",2020-05-08,0,49.84,False,76.09,2027,3295,True,False
Bankruptcy,3088,"123 Example St, City, State 3088",2026-05-19,2,41.32,True,37.29,2022,5913,False,True
Lien,3089,"123 Example St, City, State 3089",2021-09-04,3,34.97,False,77.89,2012,9542,True,False
Probate,3090,"123 Example St, City, State 3090",2034-10-03,2,56.7,True,42.99,2014,7845,True,False
Probate,3091,"123 Example St, City, State 3091",2020-08-03,3,90.7,True,21.63,2015,5533,True,True
Title Issues,3092,"123 Example St, City, State 3092",2030-07-09,0,92.13,True,51.27,2018,8270,False,True
Loan Modification,3093,"123 Example St, City, State 3093",2029-11-20,2,29.53,True,57.17,2019,2259,False,False
Title Issues,3094,"123 Example St, City, State 3094",2018-09-26,2,82.49,True,70.59,2026,8666,True,True
Bankruptcy,3095,"123 Example St, City, State 3095",2027-06-29,3,24.82,True,41.96,2011,5897,False,False
Property Damage,3096,"123 Example St, City, State 3096",2027-04-07,3,25.88,False,64.13,2011,8482,False,False
Foreclosure,3097,"123 Example St, City, State 3097",2023-09-16,2,22.32,False,38.01,2016,3305,True,True
Probate,3098,"123 Example St, City, State 3098",2033-10-24,1,71.56,False,76.97,2016,2773,True,True
Unpaid Taxes,3099,"123 Example St, City, State 3099",2024-06-08,1,39.29,False,49.93,2021,3189,False,False
Probate,3100,"123 Example St, City, State 3100",2019-12-13,0,80.04,True,51.46,2016,8408,True,False
Property Damage,3101,"123 Example St, City, State 3101",2032-05-12,5,12.06,True,45.38,2022,7223,False,False
Title Issues,3102,"123 Example St, City, State 3102",2019-03-30,4,55.57,True,72.76,2022,1530,False,False
Probate,3103,"123 Example St, City, State 3103",2026-08-19,0,69.01,True,62.88,2011,4744,False,False
Probate,3104,"123 Example St, City, State 3104",2024-07-07,1,93.99,False,66.42,2015,6053,True,False
HOA Violations,3105,"123 Example St, City, State 3105",2019-11-27,1,42.93,True,37.12,2017,2116,True,False
HOA Violations,3106,"123 Example St, City, State 3106",2032-07-13,4,39.61,True,66.04,2020,7690,False,True
Property Damage,3107,"123 Example St, City, State 3107",2020-03-14,4,84.15,True,76.16,2018,6625,True,True
Unpaid Taxes,3108,"123 Example St, City, State 3108",2022-07-17,4,79.81,False,66.81,2029,4656,True,True
Property Damage,3109,"123 Example St, City, State 3109",2030-10-17,0,69.92,True,65.13,2017,9973,False,False
Bankruptcy,3110,"123 Example St, City, State 3110",2022-01-12,0,15.34,True,25.18,2027,8333,False,True
Lien,3111,"123 Example St, City, State 3111",2034-08-22,1,84.56,False,72.58,2027,4778,True,False
Property Damage,3112,"123 Example St, City, State 3112",2019-03-03,3,48.29,True,20.93,2010,8591,True,False
Lien,3113,"123 Example St, City, State 3113",2017-06-30,5,9.27,True,41.37,2026,2515,False,True
Short Sale,3114,"123 Example St, City, State 3114",2028-10-28,0,64.42,False,73.7,2020,4193,True,True
Title Issues,3115,"123 Example St, City, State 3115",2023-09-04,4,59.93,False,30.88,2016,9026,False,True
Foreclosure,3116,"123 Example St, City, State 3116",2025-09-28,2,18.94,False,21.83,2020,3623,False,True
HOA Violations,3117,"123 Example St, City, State 3117",2024-08-17,2,19.16,True,69.06,2012,3586,True,False
Property Damage,3118,"123 Example St, City, State 3118",2029-05-08,4,45.14,False,59.12,2022,8488,False,False
Lien,3119,"123 Example St, City, State 3119",2031-12-17,4,78.66,True,47.19,2030,4302,True,True
Unpaid Taxes,3120,"123 Example St, City, State 3120",2032-01-25,0,72.86,True,30.96,2024,5087,True,True
HOA Violations,3121,"123 Example St, City, State 3121",2033-05-10,4,91.38,False,47.37,2019,5399,True,True
HOA Violations,3122,"123 Example St, City, State 3122",2019-09-09,0,73.94,False,71.56,2030,2567,False,False
HOA Violations,3123,"123 Example St, City, State 3123",2029-09-10,5,60.24,False,23.62,2019,5172,True,True
Bankruptcy,3124,"123 Example St, City, State 3124",2028-02-18,4,59.88,False,65.07,2027,4827,False,False
Unpaid Taxes,3125,"123 Example St, City, State 3125",2017-01-27,3,28.65,True,49.76,2017,4352,False,False
HOA Violations,3126,"123 Example St, City, State 3126",2016-08-05,0,90.24,False,29.62,2022,9407,True,False
Lien,3127,"123 Example St, City, State 3127",2019-06-01,4,68.21,False,70.66,2012,9239,True,False
Short Sale,3128,"123 Example St, City, State 3128",2021-11-27,1,32.0,True,35.74,2020,1533,True,True
Lien,3129,"123 Example St, City, State 3129",2015-11-10,2,13.18,False,47.53,2027,5442,False,False
Unpaid Taxes,3130,"123 Example St, City, State 3130",2024-04-27,2,72.24,True,34.21,2020,4245,False,False
Foreclosure,3131,"123 Example St, City, State 3131",2015-08-02,0,85.83,False,36.19,2029,2899,True,True
Probate,3132,"123 Example St, City, State 3132",2022-05-12,5,64.94,False,63.22,2010,8136,False,False
Short Sale,3133,"123 Example St, City, State 3133",2022-04-30,2,85.34,True,55.78,2015,3660,False,True
Title Issues,3134,"123 Example St, City, State 3134",2022-05-18,2,64.66,True,45.02,2030,6635,False,True
Loan Modification,3135,"123 Example St, City, State 3135",2026-12-03,4,94.39,False,37.59,2016,5176,False,False
Loan Modification,3136,"123 Example St, City, State 3136",2030-06-07,0,8.13,True,68.97,2020,3329,True,True
Probate,3137,"123 Example St, City, State 3137",2027-01-17,3,91.74,True,24.51,2030,5440,False,False
Probate,3138,"123 Example St, City, State 3138",2027-11-05,2,46.3,True,29.56,2016,3991,True,True
Lien,3139,"123 Example St, City, State 3139",2015-08-12,0,26.74,False,51.76,2027,8571,True,False
Bankruptcy,3140,"123 Example St, City, State 3140",2017-12-09,5,20.58,True,27.12,2017,9613,True,True
Lien,3141,"123 Example St, City, State 3141",2034-12-20,4,88.14,False,75.52,2012,8674,False,True
Foreclosure,3142,"123 Example St, City, State 3142",2019-02-01,0,11.78,False,44.45,2027,7115,True,True
Lien,3143,"123 Example St, City, State 3143",2031-03-01,1,50.72,False,43.79,2029,4519,True,True
HOA Violations,3144,"123 Example St, City, State 3144",2022-12-30,1,79.76,False,76.9,2014,6094,False,False
Lien,3145,"123 Example St, City, State 3145",2022-08-10,0,62.27,True,56.21,2024,7900,False,False
Property Damage,3146,"123 Example St, City, State 3146",2015-08-22,4,56.87,True,70.69,2022,1808,False,False
Bankruptcy,3147,"123 Example St, City, State 3147",2024-12-13,2,22.58,False,30.87,2030,4794,True,True
Short Sale,3148,"123 Example St, City, State 3148",2016-05-09,1,12.14,True,48.89,2028,5564,True,True
Foreclosure,3149,"123 Example St, City, State 3149",2015-05-18,3,66.12,True,67.18,2014,5942,False,True
Loan Modification,3150,"123 Example St, City, State 3150",2015-06-10,1,61.93,True,65.77,2016,8017,False,True
Property Damage,3151,"123 Example St, City, State 3151",2028-06-02,3,86.63,True,31.03,2027,7837,False,True
Lien,3152,"123 Example St, City, State 3152",2018-12-05,1,9.23,False,51.13,2020,6650,True,False
Short Sale,3153,"123 Example St, City, State 3153",2015-12-21,2,28.17,True,53.76,2012,7729,True,True
Property Damage,3154,"123 Example St, City, State 3154",2024-09-04,0,40.09,True,45.96,2029,9467,True,True
Foreclosure,3155,"123 Example St, City, State 3155",2034-12-12,0,45.47,True,35.48,2024,5289,True,False
Bankruptcy,3156,"123 Example St, City, State 3156",2026-02-04,4,67.98,True,44.5,2024,6910,True,True
Loan Modification,3157,"123 Example St, City, State 3157",2020-07-08,4,61.66,False,67.31,2010,7476,False,False
Loan Modification,3158,"123 Example St, City, State 3158",2025-06-29,4,77.78,True,58.21,2024,4018,True,False
Lien,3159,"123 Example St, City, State 3159",2022-11-13,3,84.02,False,74.18,2021,9749,True,False
Property Damage,3160,"123 Example St, City, State 3160",2018-12-07,3,70.2,True,71.26,2013,4979,True,False
Short Sale,3161,"123 Example St, City, State 3161",2024-05-06,5,50.16,True,46.49,2023,8312,False,False
Title Issues,3162,"123 Example St, City, State 3162",2034-08-13,1,23.45,False,49.43,2015,4916,True,True
Short Sale,3163,"123 Example St, City, State 3163",2031-03-25,1,79.29,False,69.32,2014,3333,False,False
Bankruptcy,3164,"123 Example St, City, State 3164",2022-02-20,4,52.34,False,67.94,2017,3095,True,True
Lien,3165,"123 Example St, City, State 3165",2033-10-16,0,39.55,True,41.0,2027,8965,False,False
HOA Violations,3166,"123 Example St, City, State 3166",2023-12-01,4,79.12,False,79.56,2024,6578,False,True
Property Damage,3167,"123 Example St, City, State 3167",2029-04-27,1,79.49,True,29.01,2021,3500,True,True
Foreclosure,3168,"123 Example St, City, State 3168",2025-02-08,1,43.73,True,24.85,2020,1737,False,True
Probate,3169,"123 Example St, City, State 3169",2020-09-08,2,57.51,True,40.27,2029,1151,True,False
Title Issues,3170,"123 Example St, City, State 3170",2019-03-17,2,24.96,False,74.83,2010,6857,True,True
Loan Modification,3171,"123 Example St, City, State 3171",2029-01-15,5,56.53,False,26.83,2028,8006,False,True
Short Sale,3172,"123 Example St, City, State 3172",2030-10-21,3,58.71,True,44.01,2026,3661,True,False
Probate,3173,"123 Example St, City, State 3173",2015-01-04,2,52.47,True,33.06,2027,6997,False,False
Property Damage,3174,"123 Example St, City, State 3174",2029-12-13,1,79.96,True,65.99,2014,8682,True,True
Loan Modification,3175,"123 Example St, City, State 3175",2028-08-12,1,35.17,True,35.54,2026,8216,True,True
Property Damage,3176,"123 Example St, City, State 3176",2029-09-05,3,71.17,True,67.07,2019,5542,True,True
Foreclosure,3177,"123 Example St, City, State 3177",2031-11-14,3,55.75,True,30.79,2023,2869,True,True
HOA Violations,3178,"123 Example St, City, State 3178",2022-10-03,1,53.64,True,62.62,2014,8231,True,True
Loan Modification,3179,"123 Example St, City, State 3179",2017-04-27,2,46.35,False,20.8,2026,2667,False,True
